DIRECTORY REACT FINAL PROJECT - COMPLETE SOURCE CODE
============================================================

Generated on: +05 16:09:09 2025 އޮގަސްޓް 27 ބުދަ
Project root: /home/mine/Documents/codingProjects/DirReactFinal

============================================================

PROJECT_STATUS.txt
==================

[2025-01-27 15:30] | project root | Cold start. Awaiting task. | todo
      activeRelationships: relationships.filter(r => r.is_active).length,
      connectionsCreated: newConnections.length,
      connectionTypes: newConnections.map(c => c.relationshipType)
    });
    
    setNodes(newNodes);
    setConnections(newConnections);
    
    console.log('Enhanced hierarchical layout calculated:', {
      levels: maxLevel + 1,
      nodesByLevel: Object.fromEntries(nodesByLevel),
      nodeLevels: Object.fromEntries(nodeLevels),
      totalNodes: newNodes.length,
      totalConnections: newConnections.length,
      allFamilyMembers: familyMembers.map(m => ({ pid: m.entry.pid, name: m.entry.name })),
      allNodes: newNodes.map(n => ({ pid: n.member.entry.pid, name: n.member.entry.name, x: n.x, y: n.y })),
      missingMembers: familyMembers.filter(m => !newNodes.some(n => n.member.entry.pid === m.entry.pid)).map(m => m.entry.name)
    });
    
    // 2025-01-28: Auto-fit large families to ensure they're visible
    if (newNodes.length > 8 || maxLevel > 2) {
      console.log('🌳 Large extended family detected - auto-fitting to view');
      // Show brief auto-fit indicator
      setFitToViewSuccess(true);
      setTimeout(() => setFitToViewSuccess(false), 2000);
      
      setTimeout(() => {
        fitToView();
      }, 100); // Small delay to ensure DOM is updated
    }
    
    // 2025-01-28: Auto-fit multi-generational families
    if (relationships.length > 0 && maxLevel > 1) {
      console.log('👨‍👩‍👧‍👦 Multi-generational family detected - auto-fitting to view');
      // Show brief auto-fit indicator
      setFitToViewSuccess(true);
      setTimeout(() => setFitToViewSuccess(false), 2000);
      
      setTimeout(() => {
        fitToView();
      }, 200); // Slightly longer delay for complex layouts
    }
  };

  // 2025-01-28: Calculate layout based on inferred roles (fallback)
  // 2025-01-28: ENHANCED: Better handling of multi-generational families
  const calculateLayoutFromRoles = () => {
    const parents = familyMembers.filter(m => m.role === 'parent');
    const children = familyMembers.filter(m => m.role === 'child');
    
    console.log('Role-based layout calculation:', {
      totalMembers: familyMembers.length,
      parents: parents.map(p => p.entry.name),
      children: children.map(c => c.entry.name),
      note: 'This is fallback layout - relationships should be used for multi-generational display'
    });
    
    const nodeWidth = 140;
    const nodeHeight = 60;
    const horizontalSpacing = nodeWidth + 40;
    const verticalSpacing = nodeHeight + 60;
    
    // 2025-01-28: ENHANCED: Calculate dimensions to accommodate all family members
    const maxMembersInRow = Math.max(parents.length, children.length, familyMembers.length);
    const requiredWidth = Math.max(
      maxMembersInRow * horizontalSpacing - 40,
      600
    );
    const requiredHeight = 200 + (children.length > 0 ? verticalSpacing : 0);
    
    const svgWidth = requiredWidth + 80;
    const svgHeight = requiredHeight + 80;
    
    setSvgDimensions({ width: svgWidth, height: svgHeight });
    
    const newNodes: TreeNode[] = [];
    const newConnections: ConnectionLine[] = [];
    
    // 2025-01-28: Position parents at the top center
    if (parents.length === 1) {
      newNodes.push({
        id: `parent-${parents[0].entry.pid}`,
        x: (svgWidth - nodeWidth) / 2,
        y: 40,
        member: parents[0],
        width: nodeWidth,
        height: nodeHeight
      });
    } else if (parents.length > 1) {
      const totalWidth = (parents.length - 1) * horizontalSpacing + nodeWidth;
      const startX = (svgWidth - totalWidth) / 2;
      
      parents.forEach((parent, index) => {
        newNodes.push({
          id: `parent-${parent.entry.pid}`,
          x: startX + index * horizontalSpacing,
          y: 40,
          member: parent,
          width: nodeWidth,
          height: nodeHeight
        });
      });
    }
    
    // 2025-01-28: Position children below parents
    if (children.length > 0) {
      if (children.length === 1) {
        newNodes.push({
          id: `child-${children[0].entry.pid}`,
          x: (svgWidth - nodeWidth) / 2,
          y: 40 + verticalSpacing,
          member: children[0],
          width: nodeWidth,
          height: nodeHeight
        });
      } else {
        const totalChildWidth = (children.length - 1) * horizontalSpacing + nodeWidth;
        const childStartX = (svgWidth - totalChildWidth) / 2;
        
        children.forEach((child, index) => {
          newNodes.push({
            id: `child-${child.entry.pid}`,
            x: childStartX + index * horizontalSpacing,
            y: 40 + verticalSpacing,
            member: child,
            width: nodeWidth,
            height: nodeHeight
          });
        });
      }
    }
    
    // 2025-01-28: CRITICAL: Ensure ALL family members are included, even if they don't fit the parent/child role model
    const includedPids = new Set(newNodes.map(n => n.member.entry.pid));
    const otherMembers = familyMembers.filter(m => !includedPids.has(m.entry.pid));
    
    if (otherMembers.length > 0) {
      console.log('Adding other family members that don\'t fit parent/child roles:', otherMembers.map(m => m.entry.name));
      
      // 2025-01-28: Position other members at the top level (level 0)
      const otherLevelY = 40;
      const existingTopLevelNodes = newNodes.filter(n => n.y === otherLevelY);
      const startX = existingTopLevelNodes.length > 0 
        ? Math.max(...existingTopLevelNodes.map(n => n.x + n.width)) + 20
        : 40;
      
      otherMembers.forEach((member, index) => {
        newNodes.push({
          id: `other-${member.entry.pid}`,
          x: startX + (index * horizontalSpacing),
          y: otherLevelY,
          member,
          width: nodeWidth,
          height: nodeHeight
        });
      });
    }
    
    // 2025-01-28: Create inferred connections (parents to children)
    if (parents.length > 0 && children.length > 0) {
      const parentCenterX = parents.reduce((sum, p) => sum + (svgWidth - nodeWidth) / 2, 0) / parents.length;
      const parentBottomY = 40 + nodeHeight;
      const childTopY = 40 + verticalSpacing;
      
      // 2025-01-28: Main vertical line from parents to children
      newConnections.push({
        id: 'inferred-main',
        fromNode: 'parent-line',
        toNode: 'child-line',
        relationshipType: 'parent',
        fromX: parentCenterX,
        fromY: parentBottomY,
        toX: parentCenterX,
        toY: childTopY
      });
      
      // 2025-01-28: Individual lines to each child
      children.forEach((child, index) => {
        const childX = children.length === 1 ? 
          (svgWidth - nodeWidth) / 2 : 
          (svgWidth - (children.length - 1) * horizontalSpacing - nodeWidth) / 2 + index * horizontalSpacing;
        
        newConnections.push({
          id: `inferred-child-${index}`,
          fromNode: 'parent-line',
          toNode: `child-${child.entry.pid}`,
          relationshipType: 'parent',
          fromX: parentCenterX,
          fromY: childTopY,
          toX: childX + nodeWidth / 2,
          toY: childTopY
        });
      });
    }
    
    // 2025-01-28: DEBUG: Log final node composition for role-based layout
    console.log('Role-based layout final composition:', {
      totalNodes: newNodes.length,
      totalFamilyMembers: familyMembers.length,
      allMemberNames: newNodes.map(n => n.member.entry.name),
      otherMembersCount: otherMembers.length
    });
    
    setNodes(newNodes);
    setConnections(newConnections);
  };

  // 2025-01-28: ENHANCED: Function to check if new relationships create additional generation levels
  const checkForNewGeneration = (currentRelationships: FamilyRelationship[]): boolean => {
    if (currentRelationships.length === 0) return false;
    
    // 2025-01-28: Build relationship graph to detect generation levels
    const childrenByParent = new Map<number, number[]>();
    const hasParents = new Set<number>();
    
    // 2025-01-28: Process all relationships to build parent-child graph
    currentRelationships.forEach(rel => {
      if (rel.relationship_type === 'parent' && rel.is_active) {
        // person1 is parent of person2
        if (!childrenByParent.has(rel.person1)) {
          childrenByParent.set(rel.person1, []);
        }
        childrenByParent.get(rel.person1)!.push(rel.person2);
        hasParents.add(rel.person2);
      }
    });
    
    // 2025-01-28: Find root nodes (people with no parents)
    const allPeople = new Set<number>();
    currentRelationships.forEach(rel => {
      allPeople.add(rel.person1);
      allPeople.add(rel.person2);
    });
    
    const rootNodes = Array.from(allPeople).filter(pid => !hasParents.has(pid));
    
    // 2025-01-28: Calculate maximum generation depth using BFS
    const calculateMaxDepth = (startPid: number): number => {
      const visited = new Set<number>();
      const queue: { pid: number; depth: number }[] = [];
      
      queue.push({ pid: startPid, depth: 0 });
      visited.add(startPid);
      
      let maxDepth = 0;
      
      while (queue.length > 0) {
        const { pid, depth } = queue.shift()!;
        maxDepth = Math.max(maxDepth, depth);
        
        const children = childrenByParent.get(pid) || [];
        children.forEach(childPid => {
          if (!visited.has(childPid)) {
            visited.add(childPid);
            queue.push({ pid: childPid, depth: depth + 1 });
          }
        });
      }
      
      return maxDepth;
    };
    
    // 2025-01-28: Check if any root node leads to more than 2 generations
    const maxGenerations = Math.max(...rootNodes.map(pid => calculateMaxDepth(pid)));
    const hasMultipleGenerations = maxGenerations >= 2; // 2 means 3 generations (0, 1, 2)
    
    console.log('Generation analysis:', {
      totalRelationships: currentRelationships.length,
      rootNodes: rootNodes.length,
      maxGenerations: maxGenerations + 1, // +1 because depth 0 = 1 generation
      hasMultipleGenerations
    });
    
    return hasMultipleGenerations;
  };

  // 2025-01-28: ENHANCED: Function to calculate and display generation count
  const calculateGenerationCount = (): number => {
    if (relationships.length === 0) return 0;
    
    // 2025-01-28: Use the same logic as checkForNewGeneration but return count
    const childrenByParent = new Map<number, number[]>();
    const hasParents = new Set<number>();
    
    relationships.forEach(rel => {
      if (rel.relationship_type === 'parent' && rel.is_active) {
        if (!childrenByParent.has(rel.person1)) {
          childrenByParent.set(rel.person1, []);
        }
        childrenByParent.get(rel.person1)!.push(rel.person2);
        hasParents.add(rel.person2);
      }
    });
    
    const allPeople = new Set<number>();
    relationships.forEach(rel => {
      allPeople.add(rel.person1);
      allPeople.add(rel.person2);
    });
    
    const rootNodes = Array.from(allPeople).filter(pid => !hasParents.has(pid));
    
    const calculateMaxDepth = (startPid: number): number => {
      const visited = new Set<number>();
      const queue: { pid: number; depth: number }[] = [];
      
      queue.push({ pid: startPid, depth: 0 });
      visited.add(startPid);
      
      let maxDepth = 0;
      
      while (queue.length > 0) {
        const { pid, depth } = queue.shift()!;
        maxDepth = Math.max(maxDepth, depth);
        
        const children = childrenByParent.get(pid) || [];
        children.forEach(childPid => {
          if (!visited.has(childPid)) {
            visited.add(childPid);
            queue.push({ pid: childPid, depth: depth + 1 });
          }
        });
      }
      
      return maxDepth;
    };
    
    const maxGenerations = rootNodes.length > 0 ? Math.max(...rootNodes.map(pid => calculateMaxDepth(pid))) : 0;
    return maxGenerations + 1; // +1 because depth 0 = 1 generation
  };

  // 2025-01-28: Helper functions for relationship-based layout
  // Note: These functions are no longer needed with the new hierarchical layout algorithm

  // 2025-01-28: Handle editing mode toggle
  const toggleEditingMode = () => {
    const newMode = !editingMode;
    console.log('Toggling editing mode:', newMode);
    setEditingMode(newMode);
    setSelectedNode(null);
    setPendingRelationship(null);
    setShowRelationshipSelector(false);
  };

  // 2025-01-28: Handle node selection for editing
  const handleNodeClick = (nodeId: string) => {
    console.log('Node clicked:', nodeId, 'Editing mode:', editingMode);
    
    if (!editingMode) {
      console.log('Editing mode not active - enabling editing mode');
      // 2025-01-28: Auto-enable editing mode when clicking nodes
      setEditingMode(true);
      setSelectedNode(nodeId);
      setShowRelationshipSelector(true);
      return;
    }
    
    const clickedNode = nodes.find(n => n.id === nodeId);
    if (!clickedNode) {
      console.log('Clicked node not found:', nodeId);
      return;
    }
    
    console.log('Clicked node:', clickedNode.member.entry.name);
    
    if (selectedNode === nodeId) {
      // 2025-01-28: Deselect if clicking the same node
      console.log('Deselecting node:', nodeId);
      setSelectedNode(null);
      setPendingRelationship(null);
      setShowRelationshipSelector(false);
    } else if (selectedNode && selectedNode !== nodeId) {
      // 2025-01-28: Second node clicked - apply relationship
      console.log('Applying relationship from', selectedNode, 'to', nodeId);
      applyRelationship(selectedNode, nodeId);
    } else {
      // 2025-01-28: First node clicked - select it and show relationship selector
      console.log('Selecting first node:', nodeId);
      setSelectedNode(nodeId);
      setShowRelationshipSelector(true);
    }
  };

  // 2025-01-28: Handle relationship type selection
  const handleRelationshipTypeChange = (newType: string) => {
    setRelationshipType(newType);
    if (selectedNode) {
      const selectedMember = nodes.find(n => n.id === selectedNode)?.member;
      if (selectedMember) {
        setPendingRelationship({
          fromNode: selectedNode,
          fromMember: selectedMember,
          relationshipType: newType
        });
      }
    }
  };

  // 2025-01-28: Apply relationship between two nodes
  const applyRelationship = (fromNodeId: string, toNodeId: string) => {
    if (!pendingRelationship) {
      console.log('No pending relationship to apply');
      return;
    }
    
    if (!onRelationshipChange) {
      console.log('No onRelationshipChange callback provided - cannot create relationship');
      alert('Edit feature is not available - missing relationship callback');
      return;
    }
    
    const toMember = nodes.find(n => n.id === toNodeId)?.member;
    if (!toMember) {
      console.log('Target member not found:', toNodeId);
      return;
    }
    
    // 2025-01-28: Show confirmation dialog
    const fromName = pendingRelationship.fromMember.entry.name || 'Unknown';
    const toName = toMember.entry.name || 'Unknown';
    const relationshipLabel = RELATIONSHIP_OPTIONS.find(opt => opt.value === pendingRelationship.relationshipType)?.label || pendingRelationship.relationshipType;
    
    console.log('Creating relationship:', {
      from: fromName,
      to: toName,
      type: pendingRelationship.relationshipType,
      fromPid: pendingRelationship.fromMember.entry.pid,
      toPid: toMember.entry.pid
    });
    
    const confirmed = window.confirm(
      `Are you sure you want to set "${fromName}" as ${relationshipLabel} of "${toName}"?`
    );
    
    if (confirmed) {
      try {
        // 2025-01-28: Create new relationship - fix the direction for parent-child relationships
        let newRelationship: FamilyRelationship;
        
        if (pendingRelationship.relationshipType === 'child') {
          // 2025-01-28: If "A is child of B", create parent relationship from B to A
          newRelationship = {
            id: Date.now(), // Temporary ID
            person1: toMember.entry.pid, // B (the parent)
            person2: pendingRelationship.fromMember.entry.pid, // A (the child)
            relationship_type: 'parent', // B is parent of A
            is_active: true
          };
        } else if (pendingRelationship.relationshipType === 'parent') {
          // 2025-01-28: If "A is parent of B", create parent relationship from A to B
          newRelationship = {
            id: Date.now(), // Temporary ID
            person1: pendingRelationship.fromMember.entry.pid, // A (the parent)
            person2: toMember.entry.pid, // B (the child)
            relationship_type: 'parent', // A is parent of B
            is_active: true
          };
        } else {
          // 2025-01-28: For other relationship types, use original logic
          newRelationship = {
            id: Date.now(), // Temporary ID
            person1: pendingRelationship.fromMember.entry.pid,
            person2: toMember.entry.pid,
            relationship_type: pendingRelationship.relationshipType as any,
            is_active: true
          };
        }
        
        console.log('New relationship object:', newRelationship);
        console.log('Relationship direction:', {
          from: pendingRelationship.fromMember.entry.name,
          to: toMember.entry.name,
          type: pendingRelationship.relationshipType,
          finalRelationship: `${newRelationship.person1} is parent of ${newRelationship.person2}`
        });
        
        const updatedRelationships = [...relationships, newRelationship];
        console.log('Updated relationships array:', updatedRelationships);
        
        // 2025-01-28: ENHANCED: Check if this relationship creates a new generation level
        const newGenerationCreated = checkForNewGeneration(updatedRelationships);
        if (newGenerationCreated) {
          console.log('New generation level detected! Family tree will expand to show all generations.');
        }
        
        // 2025-01-28: CRITICAL FIX: Only send the NEW relationship, not all relationships
        // 2025-01-28: This prevents the parent component from losing existing relationships
        const newRelationships = [newRelationship];
        console.log('Sending only new relationships to parent:', newRelationships);
        
        onRelationshipChange(newRelationships);
        
        // 2025-01-28: Reset editing state
        setSelectedNode(null);
        setPendingRelationship(null);
        setShowRelationshipSelector(false);
        
        // 2025-01-28: Show success message with generation info
        const generationMessage = newGenerationCreated 
          ? `Relationship created: "${fromName}" is now ${relationshipLabel} of "${toName}". The family tree has expanded to show multiple generations!`
          : `Relationship created: "${fromName}" is now ${relationshipLabel} of "${toName}"`;
        alert(generationMessage);
      } catch (error) {
        console.error('Error creating relationship:', error);
        alert(`Error creating relationship: ${error}`);
      }
    }
  };

  // 2025-01-28: Calculate layout whenever component mounts or data changes
  useEffect(() => {
    // 2025-01-28: Recalculate whenever data changes
    if (familyMembers.length > 0 || relationships.length > 0) {
      console.log('🔄 LAYOUT RECALCULATION TRIGGERED:', {
        familyMembersCount: familyMembers.length,
        relationshipsCount: relationships.length,
        familyMembers: familyMembers.map(m => ({ pid: m.entry.pid, name: m.entry.name, role: m.role })),
        relationships: relationships.map(r => ({
          id: r.id,
          person1: r.person1,
          person2: r.person2,
          type: r.relationship_type,
          active: r.is_active
        })),
        timestamp: new Date().toISOString()
      });
      
      // 2025-01-28: CRITICAL: Verify that relationships are properly structured
      const invalidRelationships = relationships.filter(r => !r.person1 || !r.person2 || !r.relationship_type);
      if (invalidRelationships.length > 0) {
        console.error('❌ INVALID RELATIONSHIPS DETECTED:', invalidRelationships);
      }
      
      console.log('Full relationships data:', relationships);
      calculateLayout();
    }
  }, [familyMembers, relationships]); // 2025-01-28: Depend on actual data, not just lengths

  // 2025-01-28: Handle container resize
  useEffect(() => {
    const resizeObserver = new ResizeObserver(() => {
      // 2025-01-28: Debounce resize events to prevent excessive recalculations
      if (resizeTimeout.current) {
        clearTimeout(resizeTimeout.current);
      }
      resizeTimeout.current = setTimeout(() => {
        if (familyMembers.length > 0 || relationships.length > 0) {
          calculateLayout();
        }
      }, 100);
    });
    
    if (containerRef.current) {
      resizeObserver.observe(containerRef.current);
    }
    
    return () => {
      resizeObserver.disconnect();
      if (resizeTimeout.current) {
        clearTimeout(resizeTimeout.current);
      }
    };
  }, [familyMembers, relationships, calculateLayout]);

  // 2025-01-28: ENHANCED: Fit to view functionality for optimal family tree display
  const fitToView = useCallback(() => {
    if (!containerRef.current || !svgRef.current) return;
    
    setIsFittingToView(true);
    
    // 2025-01-28: Small delay to show loading state
    setTimeout(() => {
      try {
        const container = containerRef.current;
        const svg = svgRef.current;
        
        if (!container || !svg) return;
        
        // 2025-01-28: Get container dimensions
        const containerRect = container.getBoundingClientRect();
        const containerWidth = containerRect.width - 40; // Account for padding
        const containerHeight = containerRect.height - 200; // Account for controls and padding
        
        // 2025-01-28: Get SVG content dimensions
        const svgContentWidth = svgDimensions.width;
        const svgContentHeight = svgDimensions.height;
        
        console.log('🔄 Fit to view calculation:', {
          containerWidth,
          containerHeight,
          svgContentWidth,
          svgContentHeight,
          currentZoom: zoomLevel,
          familyMembersCount: familyMembers.length,
          relationshipsCount: relationships.length
        });
        
        // 2025-01-28: Calculate optimal zoom level to fit content in container
        const scaleX = containerWidth / svgContentWidth;
        const scaleY = containerHeight / svgContentHeight;
        const optimalScale = Math.min(scaleX, scaleY, 1); // Don't zoom in beyond 100%
        
        // 2025-01-28: Set new zoom level with better bounds for extended families
        const newZoomLevel = Math.max(0.05, Math.min(optimalScale, 1.5)); // Allow 5% to 150% zoom
        setZoomLevel(newZoomLevel);
        
        console.log('✅ Fit to view result:', {
          scaleX,
          scaleY,
          optimalScale,
          newZoomLevel,
          willFit: newZoomLevel <= 1,
          zoomPercentage: Math.round(newZoomLevel * 100)
        });
        
        // 2025-01-28: Enhanced scrolling for extended families
        if (container.scrollHeight > container.clientHeight || container.scrollWidth > container.clientWidth) {
          // Calculate center point of the family tree
          const centerX = (svgContentWidth * newZoomLevel - containerWidth) / 2;
          const centerY = (svgContentHeight * newZoomLevel - containerHeight) / 2;
          
          // Smooth scroll to center with bounds checking
          const scrollLeft = Math.max(0, centerX);
          const scrollTop = Math.max(0, centerY);
          
          container.scrollTo({
            left: scrollLeft,
            top: scrollTop,
            behavior: 'smooth'
          });
          
          console.log('🎯 Scrolled to center:', { 
            scrollLeft, 
            scrollTop, 
            familyTreeCenter: { x: centerX, y: centerY }
          });
        }
        
        // 2025-01-28: Show success message for extended families
        if (relationships.length > 0 && familyMembers.length > 5) {
          const generationCount = calculateGenerationCount();
          const message = `🌳 Extended family fitted to view! Showing ${familyMembers.length} members across ${generationCount} generations.`;
          console.log(message);
          
          // Set success state
          setFitToViewSuccess(true);
          setTimeout(() => setFitToViewSuccess(false), 3000); // Clear after 3 seconds
          
          // Optional: Show a brief toast notification
          setTimeout(() => {
            // You can add a toast notification here if desired
            console.log('🎉 Family tree successfully fitted to view');
          }, 500);
        } else {
          // Set success state for smaller families too
          setFitToViewSuccess(true);
          setTimeout(() => setFitToViewSuccess(false), 2000); // Clear after 2 seconds
        }
      } catch (error) {
        console.error('❌ Error in fit to view:', error);
      } finally {
        setIsFittingToView(false);
      }
    }, 100);
  }, [svgDimensions, zoomLevel, familyMembers.length, relationships.length, calculateGenerationCount]);

  // 2025-01-28: Add keyboard shortcut for Fit to View (Ctrl+F or Cmd+F)
  useEffect(() => {
    const handleKeyDown = (event: KeyboardEvent) => {
      if ((event.ctrlKey || event.metaKey) && event.key === 'f') {
        event.preventDefault();
        console.log('⌨️ Keyboard shortcut detected: Fit to View');
        fitToView();
      }
    };
    
    document.addEventListener('keydown', handleKeyDown);
    return () => document.removeEventListener('keydown', handleKeyDown);
  }, [fitToView]);

  // 2025-01-28: Zoom functions
  const zoomIn = () => setZoomLevel(prev => Math.min(prev * 1.2, 3));
  const zoomOut = () => setZoomLevel(prev => Math.max(prev / 1.2, 0.3));

  // 2025-01-28: Render family member node
  const renderNode = (node: TreeNode) => {
    const { member } = node;
    const age = member.entry.DOB ? new Date().getFullYear() - new Date(member.entry.DOB).getFullYear() : null;
    const isSelected = selectedNode === node.id;
    const isPending = pendingRelationship?.fromNode === node.id;
    
    // Format name with age suffix
    const formatNameWithAge = (name: string, dob?: string): string => {
      if (!dob) return name;
      try {
        const birthDate = new Date(dob);
        const today = new Date();
        const calculatedAge = today.getFullYear() - birthDate.getFullYear();
        const monthDiff = today.getMonth() - birthDate.getMonth();
        
        if (monthDiff < 0 || (monthDiff === 0 && today.getDate() < birthDate.getDate())) {
          return `${name} (${calculatedAge - 1})`;
        }
        return `${name} (${calculatedAge})`;
      } catch {
        return name;
      }
    };
    
    return (
      <g key={node.id}>
        {/* 2025-01-28: Node background */}
        <rect
          x={node.x}
          y={node.y}
          width={node.width}
          height={node.height}
          rx={8}
          fill={isPending ? "#fef3c7" : isSelected ? "#dbeafe" : "white"}
          stroke={isPending ? "#f59e0b" : isSelected ? "#2563eb" : "#3b82f6"}
          strokeWidth={isPending ? "3" : isSelected ? "3" : "2"}
          filter="drop-shadow(0 2px 4px rgba(0,0,0,0.1))"
          style={{ cursor: 'pointer' }}
          onClick={() => handleNodeClick(node.id)}
          onMouseEnter={(e) => {
            e.currentTarget.style.opacity = '0.8';
          }}
          onMouseLeave={(e) => {
            e.currentTarget.style.opacity = '1';
          }}
        />
        
        {/* 2025-01-28: Member name with age suffix */}
        <text
          x={node.x + node.width / 2}
          y={node.y + 20}
          textAnchor="middle"
          fontSize="12"
          fontWeight="600"
          fill="#1f2937"
        >
          {formatNameWithAge(member.entry.name || 'Unknown', member.entry.DOB)}
        </text>
        
        {/* Remove separate age display since it's now part of the name */}
        
        {/* 2025-01-28: Contact number */}
        {member.entry.contact && (
          <text
            x={node.x + node.width / 2}
            y={node.y + 35}
            textAnchor="middle"
            fontSize="10"
            fill="#6b7280"
          >
            {member.entry.contact}
          </text>
        )}
        
        {/* 2025-01-28: Selection indicators */}
        {isSelected && (
          <circle
            cx={node.x + node.width + 5}
            cy={node.y + node.height / 2}
            r="8"
            fill="#2563eb"
            stroke="white"
            strokeWidth="2"
          />
        )}
        
        {isPending && (
          <circle
            cx={node.x + node.width + 5}
            cy={node.y + node.height / 2}
            r="8"
            fill="#f59e0b"
            stroke="white"
            strokeWidth="2"
          />
        )}
        
        {/* 2025-01-28: Clickable indicator */}
        <text
          x={node.x + node.width / 2}
          y={node.y + node.height + 15}
          textAnchor="middle"
          fontSize="8"
          fill="#6b7280"
          style={{ pointerEvents: 'none' }}
        >
          {editingMode ? 'Click to select' : 'Click to edit'}
        </text>
        
        {/* 2025-01-28: Editing mode indicator */}
        {editingMode && (
          <rect
            x={node.x - 2}
            y={node.y - 2}
            width={node.width + 4}
            height={node.height + 4}
            rx={10}
            fill="none"
            stroke="#10b981"
            strokeWidth="1"
            strokeDasharray="3,3"
            style={{ pointerEvents: 'none' }}
          />
        )}
      </g>
    );
  };

  // 2025-01-28: ENHANCED: Render connection lines with different styles for different relationship types
  const renderConnections = () => {
    // 2025-01-28: DEBUG: Log connection rendering details
    console.log('Rendering connections:', {
      totalConnections: connections.length,
      connections: connections.map(c => ({
        id: c.id,
        from: c.fromNode,
        to: c.toNode,
        type: c.relationshipType,
        fromCoords: [c.fromX, c.fromY],
        toCoords: [c.toX, c.toY]
      })),
      relationships: relationships.map(r => ({
        id: r.id,
        person1: r.person1,
        person2: r.person2,
        type: r.relationship_type,
        active: r.is_active
      }))
    });
    
    if (connections.length === 0) {
      console.warn('No connections to render - this might indicate a rendering issue');
      return null;
    }
    
    return connections.map(conn => {
      // 2025-01-28: Define different line styles for different relationship types
      let lineStyle: {
        stroke: string;
        strokeWidth: number;
        strokeDasharray?: string;
        markerEnd?: string;
      };
      
      switch (conn.relationshipType) {
        case 'parent':
          lineStyle = {
            stroke: '#3b82f6', // Blue for parent-child
            strokeWidth: 3,
            markerEnd: 'url(#arrowhead)'
          };
          break;
        case 'child':
          lineStyle = {
            stroke: '#3b82f6', // Blue for parent-child
            strokeWidth: 3,
            markerEnd: 'url(#arrowhead)'
          };
          break;
        case 'spouse':
          lineStyle = {
            stroke: '#ec4899', // Pink for spouse
            strokeWidth: 2,
            strokeDasharray: '5,5' // Dashed line for spouse
          };
          break;
        case 'sibling':
          lineStyle = {
            stroke: '#10b981', // Green for siblings
            strokeWidth: 2,
            strokeDasharray: '3,3' // Dotted line for siblings
          };
          break;
        case 'grandparent':
          lineStyle = {
            stroke: '#8b5cf6', // Purple for grandparents
            strokeWidth: 2,
            markerEnd: 'url(#arrowhead)'
          };
          break;
        case 'grandchild':
          lineStyle = {
            stroke: '#8b5cf6', // Purple for grandparents
            strokeWidth: 2,
            markerEnd: 'url(#arrowhead)'
          };
          break;
        case 'aunt_uncle':
          lineStyle = {
            stroke: '#f59e0b', // Orange for aunt/uncle
            strokeWidth: 2,
            strokeDasharray: '4,4'
          };
          break;
        case 'niece_nephew':
          lineStyle = {
            stroke: '#f59e0b', // Orange for niece/nephew
            strokeWidth: 2,
            strokeDasharray: '4,4'
          };
          break;
        case 'cousin':
          lineStyle = {
            stroke: '#06b6d4', // Cyan for cousins
            strokeWidth: 1,
            strokeDasharray: '2,2'
          };
          break;
        default:
          lineStyle = {
            stroke: '#6b7280', // Gray for other relationships
            strokeWidth: 1,
            strokeDasharray: '1,1'
          };
      }
      
      return (
        <g key={conn.id}>
          {/* 2025-01-28: Connection line with relationship-specific styling */}
          <line
            x1={conn.fromX}
            y1={conn.fromY}
            x2={conn.toX}
            y2={conn.toY}
            {...lineStyle}
          />
          
          {/* 2025-01-28: Relationship type label */}
          <text
            x={(conn.fromX + conn.toX) / 2}
            y={(conn.fromY + conn.toY) / 2 - 5}
            textAnchor="middle"
            fontSize="9"
            fill={lineStyle.stroke}
            fontWeight="500"
          >
            {conn.relationshipType.replace('_', ' ')}
          </text>
        </g>
      );
    });
  };

  return (
    <div ref={containerRef} className="family-tree-container">
      {/* 2025-01-28: Family tree controls */}
      <div className="family-tree-controls">
        {/* 2025-01-28: ENHANCED: Prominent Fit to View button for extended families */}
        <button
          onClick={fitToView}
          disabled={isFittingToView}
          className={`bg-gradient-to-r from-blue-600 to-purple-600 hover:from-blue-700 hover:to-purple-700 text-white px-4 py-2 rounded-lg text-sm font-semibold shadow-lg hover:shadow-xl transition-all duration-200 flex items-center gap-2 ${
            isFittingToView ? 'opacity-75 cursor-not-allowed' : ''
          } ${fitToViewSuccess ? 'ring-2 ring-green-400 ring-opacity-75' : ''}`}
          title="Fit entire extended family to view (Ctrl+F or Cmd+F)"
        >
          <span className="text-lg">
            {isFittingToView ? '⏳' : fitToViewSuccess ? '✅' : '🔍'}
          </span>
          {isFittingToView ? 'Fitting...' : fitToViewSuccess ? 'Fitted!' : 'Fit to View'}
          {relationships.length > 0 && !isFittingToView && (
            <span className="bg-white bg-opacity-20 px-2 py-1 rounded text-xs">
              {familyMembers.length} members
            </span>
          )}
        </button>
        
        {/* 2025-01-28: Helpful instruction for Fit to View functionality */}
        <div className="text-xs text-gray-600 ml-2 max-w-xs">
          {relationships.length > 0 ? (
            <span title="Click to automatically resize and center the extended family tree">
              🌳 Automatically fits {familyMembers.length} family members to view
            </span>
          ) : (
            <span title="Click to automatically resize and center the family tree">
              🔍 Automatically fits family tree to view
            </span>
          )}
          <div className="text-gray-500 mt-1">
            ⌨️ Shortcut: Ctrl+F (or Cmd+F)
          </div>
        </div>
